X,y
3.2800000000000002,3.973237375232028
3.29,3.971460549881209
3.3000000000000003,3.9697049538544715
3.31,3.9679705942701413
3.3200000000000003,3.966257475534416
3.33,3.964565599367804
3.34,3.9628949648316336
3.35,3.961245568354628
3.36,3.959617403759545
3.37,3.958010462289876
3.38,3.956424732636597
3.39,3.954860200964975
3.4,3.953316850941419
3.41,3.951794663760377
3.42,3.950293618171269
3.43,3.9488136905054603
3.44,3.9473548547032644
3.45,3.9459170823409773
3.46,3.9445003426579315
3.47,3.94310460258358
3.48,3.9417298267645875
3.49,3.9403759775919474
3.5,3.9390430152280995
3.5100000000000002,3.9377308976340606
3.52,3.936439580596558
3.5300000000000002,3.935169017755164
3.54,3.933919160629424
3.5500000000000003,3.932689958645983
3.56,3.9314813591656996
3.5700000000000003,3.930293307510749
3.58,3.9291257469917067
3.59,3.9279786189346173
3.6,3.926851862708037
3.61,3.9257454157500535
3.62,3.924659213595273
3.63,3.9235931899017817
3.64,3.922547276478066
3.65,3.9215214033098986
3.66,3.9205154985871835
3.67,3.9195294887307557
3.68,3.9185632984191354
3.69,3.917616850615233
3.7,3.9166900665930005
3.71,3.9157828659640295
3.72,3.9148951667040897
3.73,3.9140268851796063
3.74,3.913177936174078
3.75,3.9123482329144244
3.7600000000000002,3.911537687097266
3.77,3.9107462089151355
3.7800000000000002,3.909973707082613
3.79,3.909220088862384
3.8000000000000003,3.908485260091224
3.81,3.9077691252058937
3.8200000000000003,3.9070715872689576
3.83,3.9063925479945154
3.84,3.90573190777384
3.85,3.905089565700932
3.86,3.9044654195979778
3.87,3.9038593660407104
3.88,3.903271300383678
3.89,3.9027011167854093
3.9,3.9021487082334776
3.91,3.9016139665694634
3.92,3.9010967825138065
3.93,3.9005970456905574
3.94,3.900114644652011
3.95,3.8996494669032344
3.96,3.8992013989264773
3.97,3.8987703262054687
3.98,3.898356133249596
3.99,3.8979587036179626
4.0,3.8975779199433265
4.01,3.897213663955916
4.0200000000000005,3.8968658165071184
4.03,3.896534257593046
4.04,3.8962188663779695
4.05,3.8959195212176247
4.0600000000000005,3.8956360996823887
4.07,3.895368478580319
4.08,3.895116533980063
4.09,3.894880141233628
4.1,3.894659174999016
4.11,3.894453509262718
4.12,3.894263017362069
4.13,3.8940875720074613
4.14,3.8939270453044124
4.15,3.893781308775494
4.16,3.8936502333821097
4.17,3.893533689546128
4.18,3.8934315471713674
4.19,3.8933436756649322
4.2,3.893269943958398
4.21,3.8932102205288435
4.22,3.8931643734197316
4.23,3.893132270261638
4.24,3.8931137782928196
4.25,3.893108764379634
4.26,3.8931170950367955
4.2700000000000005,3.8931386364474796
4.28,3.893173254483262
4.29,3.893220814723904
4.3,3.893281182476973
4.3100000000000005,3.8933542227973046
4.32,3.8934398005063016
4.33,3.8935377802110667
4.34,3.893648026323379
4.3500000000000005,3.893770403078496
4.36,3.8939047745538016
4.37,3.8940510046872783
4.38,3.894208957295818
4.39,3.894378496093366
4.4,3.8945594847088945
4.41,3.894751786704211
4.42,3.894955265591594
4.43,3.8951697848512636
4.44,3.8953952079486798
4.45,3.8956313983516693
4.46,3.8958782195473853
4.47,3.8961355350590945
4.48,3.8964032084627886
4.49,3.8966811034036324
4.5,3.896969083612231
4.51,3.8972670129207287
4.5200000000000005,3.897574755278738
4.53,3.8978921747690873
4.54,3.898219135623404
4.55,3.8985555022375182
4.5600000000000005,3.898901139186695
4.57,3.8992559112406933
4.58,3.8996196833786496
4.59,3.8999923208037885
4.6000000000000005,3.9003736889579566
4.61,3.900763653535986
4.62,3.9011620804998812
4.63,3.90156883609283
4.64,3.9019837868530436
4.65,3.9024067996274194
4.66,3.902837741585032
4.67,3.9032764802304465
4.68,3.9037228834168607
4.69,3.9041768193590713
4.7,3.9046381566462687
4.71,3.9051067642546524
4.72,3.9055825115598815
4.73,3.906065268349341
4.74,3.906554904834244
4.75,3.907051291661556
4.76,3.907554299925748
4.7700000000000005,3.908063801180376
4.78,3.908579667449488
4.79,3.9091017712388614
4.8,3.909629985547064
4.8100000000000005,3.910164183876351
4.82,3.910704240243382
4.83,3.911250029189774
4.84,3.9118014257924822
4.8500000000000005,3.91235830567401
4.86,3.9129205450124505
4.87,3.913488020551359
4.88,3.9140606096094555
4.89,3.914638190090162
4.9,3.9152206404909697
4.91,3.9158078399126395
4.92,3.916399668068236
4.93,3.9169960052919985
4.94,3.917596732548039
4.95,3.9182017314388844
4.96,3.918810884213848
4.97,3.919424073777239
4.98,3.9200411836964086
4.99,3.9206620982096374
5.0,3.921286702233853
5.01,3.9219148813721936
5.0200000000000005,3.9225465219214066
5.03,3.9231815108790915
5.04,3.9238197359507785
5.05,3.9244610855568527
5.0600000000000005,3.9251054488393184
5.07,3.925752715668407
5.08,3.926402776649028
5.09,3.9270555231270663
5.1000000000000005,3.9277108471955224
5.11,3.928368641700499
5.12,3.9290288002470355
5.13,3.9296912172047898
5.14,3.930355787713567
5.15,3.9310224076886997
5.16,3.931690973826276
5.17,3.932361383608219
5.18,3.93303353530722
5.19,3.9337073279915202
5.2,3.934382661529552
5.21,3.9350594365944263
5.22,3.9357375546682833
5.23,3.9364169180464943
5.24,3.9370974298417223
5.25,3.93777899398784
5.26,3.9384615152437066
5.2700000000000005,3.939144899196806
5.28,3.939829052266744
5.29,3.9405138817086054
5.3,3.9411992956161805
5.3100000000000005,3.9418852029250466
5.32,3.9425715134155204
5.33,3.9432581377154743
5.34,3.9439449873030163
5.3500000000000005,3.944631974509043
5.36,3.945319012519656
5.37,3.9460060153784515
5.38,3.9466928979886773
5.39,3.947379576115264
5.4,3.94806596638673
5.41,3.948751986296953
5.42,3.9494375542068263
5.43,3.950122589345783
5.44,3.9508070118132013
5.45,3.9514907425796846
5.46,3.952173703488223
5.47,3.9528558172552337
5.48,3.9535370074714824
5.49,3.954217198602886
5.5,3.9548963159912005
5.51,3.9555742858545924
5.5200000000000005,3.9562510352880924
5.53,3.9569264922639404
5.54,3.9576005856318157
5.55,3.9582732451189533
5.5600000000000005,3.9589444013301556
5.57,3.9596139857476884
5.58,3.960281930731074
5.59,3.960948169516776
5.6000000000000005,3.9616126362177733
5.61,3.9622752658230382
5.62,3.9629359941969025
5.63,3.9635947580783264
5.64,3.9642514950800627
5.65,3.9649061436877235
5.66,3.9655586432587433
5.67,3.9662089340212496
5.68,3.966856957072832
5.69,3.9675026543792167
5.7,3.9681459687728475
5.71,3.9687868439513716
5.72,3.9694252244760326
5.73,3.970061055769974
5.74,3.9706942841164503
5.75,3.971324856656951
5.76,3.9719527213892327
5.7700000000000005,3.972577827165271
5.78,3.9732001236891192
5.79,3.973819561514686
5.8,3.9744360920434305
5.8100000000000005,3.975049667521972
5.82,3.975660241039622
5.83,3.9762677665258304
5.84,3.9768721987475595
5.8500000000000005,3.977473493306574
5.86,3.978071606636659
5.87,3.978666496000758
5.88,3.979258119488037
5.89,3.97984643601088
5.9,3.980431405301805
5.91,3.9810129879103124
5.92,3.9815911451996637
5.93,3.982165839343588
5.94,3.9827370333229255
5.95,3.983304690922196
5.96,3.9838687767261116
5.97,3.984429256116017
5.98,3.984986095266268
5.99,3.9855392611405493
6.0,3.9860887214881293
6.01,3.9866344448400537
6.0200000000000005,3.9871764005052817
6.03,3.987714558566762
6.04,3.988248889877454
6.05,3.988779366056289
6.0600000000000005,3.9893059594840796
6.07,3.989828643299375
6.08,3.990347391394261
6.09,3.9908621784101093
6.1000000000000005,3.991372979733277
6.11,3.991879771490755
6.12,3.9923825305457665
6.13,3.9928812344933213
6.140000000000001,3.9933758616557187
6.15,3.9938663910780083
6.16,3.9943528025234047
6.17,3.994835076468658
6.18,3.9953131940993845
6.19,3.995787137305349
6.2,3.9962568886757146
6.21,3.9967224314942493
6.22,3.99718374973449
6.23,3.9976408280548767
6.24,3.9980936517938424
6.25,3.9985422069648733
6.26,3.998986480251529
6.2700000000000005,3.999426459002434
6.28,3.999862131226231
6.29,4.000293485586506
6.3,4.000720511396685
6.3100000000000005,4.001143198614891
6.32,4.001561537838779
6.33,4.001975520300352
6.34,4.002385137860722
6.3500000000000005,4.00279038300488
6.36,4.003191248836412
6.37,4.003587729072205
6.38,4.003979818037124
6.390000000000001,4.004367510658676
6.4,4.004750802461632
6.41,4.0051296895626525
6.42,4.005504168664874
6.43,4.0058742370524865
6.44,4.006239892585287
6.45,4.0066011336932235
6.46,4.00695795937091
6.47,4.007310369172139
6.48,4.00765836320437
6.49,4.008001942123211
6.5,4.008341107126874
6.51,4.00867585995064
6.5200000000000005,4.0090062028612845
6.53,4.00933213865152
6.54,4.009653670634408
6.55,4.009970802637771
6.5600000000000005,4.010283538998597
6.57,4.01059188455743
6.58,4.010895844652759
6.59,4.011195425115401
6.6000000000000005,4.011490632262874
6.61,4.011781472893772
6.62,4.01206795428213
6.63,4.012350084171787
6.640000000000001,4.012627870770755
6.65,4.012901322745572
6.66,4.013170449215665
6.67,4.013435259747712
6.68,4.013695764349993
6.69,4.013951973466765
6.7,4.014203897972612
6.71,4.014451549166817
6.72,4.0146949387677315
6.73,4.014934078907144
6.74,4.015168982124662
6.75,4.015399661362089
6.76,4.0156261299578215
6.7700000000000005,4.015848401641234
6.78,4.016066490527087
6.79,4.016280411109936
6.8,4.01649017825855
6.8100000000000005,4.016695807210336
6.82,4.016897313565778
6.83,4.017094713282885
6.84,4.017288022671648
6.8500000000000005,4.017477258388506
6.86,4.017662437430832
6.87,4.017843577131423
6.88,4.018020695153009
6.890000000000001,4.0181938094827725
6.9,4.0183629384268835
6.91,4.018528100605045
6.92,4.018689314945064
6.93,4.018846600677426
6.94,4.018999977329895
6.95,4.0191494647221235
6.96,4.019295082960287
6.97,4.019436852431729
6.98,4.01957479379963
6.99,4.01970892799769
7.0,4.019839276224836
7.01,4.019965859939946
7.0200000000000005,4.020088700856593
7.03,4.020207820937806
7.04,4.020323242390864
7.05,4.0204349876621
7.0600000000000005,4.020543079431728
7.07,4.020647540608697
7.08,4.020748394325567
7.09,4.0208456639334065
7.1000000000000005,4.020939372996713
7.11,4.021029545288357
7.12,4.021116204784557
7.13,4.021199375659867
7.140000000000001,4.021279082282204
7.15,4.021355349207886
7.16,4.021428201176709
7.17,4.0214976631070405
7.18,4.021563760090945
7.19,4.021626517389336
7.2,4.02168596042715
7.21,4.021742114788556
7.22,4.021795006212191
7.23,4.021844660586413
7.24,4.0218911039446015
7.25,4.02193436246047
7.26,4.02197446244342
7.2700000000000005,4.022011430333909
7.28,4.02204529269887
7.29,4.022076076227139
7.3,4.0221038077249265
7.3100000000000005,4.022128514111318
7.32,4.022150222413798
7.33,4.022168959763814
7.34,4.022184753392363
7.3500000000000005,4.022197630625618
7.36,4.022207618880581
7.37,4.02221474566077
7.38,4.0222190385519365
7.390000000000001,4.022220525217815
7.4,4.022219233395907
7.41,4.022215190893301
7.42,4.022208425582517
7.43,4.022198965397387
7.44,4.022186838328981
7.45,4.022172072421541
7.46,4.022154695768477
7.47,4.022134736508376
7.48,4.0221122228210575
7.49,4.022087182923653
7.5,4.022059645066731
7.51,4.022029637530444
7.5200000000000005,4.021997188620726
7.53,4.021962326665506
7.54,4.02192508001097
7.55,4.021885477017855
7.5600000000000005,4.0218435460577755
7.57,4.021799315509585
7.58,4.021752813755777
7.59,4.0217040691789165
7.6000000000000005,4.021653110158111
7.61,4.021599965065514
7.62,4.021544662262866
7.63,4.02148723009807
7.640000000000001,4.021427696901803
7.65,4.021366090984166
7.66,4.0213024406313655
7.67,4.021236774102434
7.68,4.021169119625984
7.69,4.021099505397003
7.7,4.021027959573679
7.71,4.020954510274264
7.72,4.0208791855739765
7.73,4.0208020135019344
7.74,4.020723022038132
7.75,4.020642239110442
7.76,4.020559692591672
7.7700000000000005,4.020475410296631
7.78,4.020389419979259
7.79,4.020301749329776
7.8,4.02021242597187
7.8100000000000005,4.020121477459928
7.82,4.020028931276295
7.83,4.019934814828574
7.84,4.01983915544696
7.8500000000000005,4.019741980381613
7.86,4.019643316800063
7.87,4.019543191784654
7.88,4.019441632330021
7.890000000000001,4.019338665340611
7.9,4.0192343176282295
7.91,4.0191286159096276
7.92,4.019021586804125
7.930000000000001,4.018913256831272
7.94,4.018803652408541
7.95,4.018692799849053
7.96,4.018580725359354
7.97,4.018467455037202
7.98,4.018353014869414
7.99,4.018237430729736
8.0,4.018120728376745
8.01,4.018002933451796
8.02,4.017884071476997
8.03,4.017764167853223
8.040000000000001,4.017643247858162
8.05,4.017521336644395
8.06,4.017398459237517
8.07,4.017274640534284
8.08,4.017149905300797
8.09,4.017024278170729
8.1,4.016897783643571
8.11,4.016770446082924
8.120000000000001,4.016642289714819
8.13,4.016513338626077
8.14,4.016383616762692
8.15,4.016253147928259
8.16,4.016121955782426
8.17,4.0159900638393875
8.18,4.015857495466407
8.19,4.01572427388237
8.2,4.015590422156372
8.21,4.015455963206345
8.22,4.0153209197977064
8.23,4.0151853145420455
8.24,4.0150491698958435
8.25,4.014912508159223
8.26,4.0147753514747295
8.27,4.014637721826147
8.28,4.014499641037342
8.290000000000001,4.0143611307711415
8.3,4.014222212528239
8.31,4.014082907646136
8.32,4.01394323729811
8.33,4.013803222492218
8.34,4.013662884070322
8.35,4.0135222427071575
8.36,4.01338131890942
8.370000000000001,4.013240133014887
8.38,4.013098705191572
8.39,4.012957055436904
8.4,4.012815203576934
8.41,4.012673169265581
8.42,4.012530971983894
8.43,4.012388631039354
8.44,4.0122461655651955
8.45,4.012103594519765
8.46,4.011960936685899
8.47,4.011818210670337
8.48,4.011675434903157
8.49,4.011532627637245
8.5,4.011389806947783
8.51,4.011246990731773
8.52,4.011104196707582
8.53,4.010961442414517
8.540000000000001,4.010818745212422
8.55,4.01067612228131
8.56,4.01053359062101
8.57,4.010391167050849
8.58,4.010248868209357
8.59,4.01010671055399
8.6,4.009964710360894
8.61,4.009822883724678
8.620000000000001,4.0096812465582214
8.63,4.009539814592501
8.64,4.0093986033764475
8.65,4.009257628276821
8.66,4.009116904478111
8.67,4.008976446982465
8.68,4.008836270609634
8.69,4.0086963899969446
8.700000000000001,4.0085568195992956
8.71,4.008417573689173
8.72,4.008278666356692
8.73,4.008140111509656
8.74,4.008001922873643
8.75,4.007864113992113
8.76,4.007726698226534
8.77,4.007589688756529
8.78,4.007453098580051
8.790000000000001,4.007316940513568
8.8,4.007181227192281
8.81,4.007045971070351
8.82,4.006911184421155
8.83,4.006776879337557
8.84,4.006643067732198
8.85,4.006509761337811
8.86,4.0063769717075495
8.870000000000001,4.006244710215339
8.88,4.006112988056245
8.89,4.00598181624686
8.9,4.005851205625708
8.91,4.005721166853673
8.92,4.005591710414434
8.93,4.005462846614929
8.94,4.00533458558583
8.950000000000001,4.005206937282038
8.96,4.0050799114831905
8.97,4.004953517794194
8.98,4.004827765645763
8.99,4.004702664294987
9.0,4.004578222825896
9.01,4.004454450150066
9.02,4.004331355007213
9.03,4.004208945965828
9.040000000000001,4.004087231423807
9.05,4.003966219609108
9.06,4.003845918580415
9.07,4.003726336227826
9.08,4.003607480273541
9.09,4.003489358272579
9.1,4.003371977613498
9.11,4.003255345519136
9.120000000000001,4.0031394690473565
9.13,4.003024355091815
9.14,4.002910010382739
9.15,4.0027964414877095
9.16,4.002683654812468
9.17,4.002571656601728
9.18,4.002460452940004
9.19,4.00235004975244
9.200000000000001,4.002240452805671
9.21,4.002131667708672
9.22,4.002023699913634
9.23,4.001916554716846
9.24,4.001810237259587
9.25,4.001704752529026
9.26,4.001600105359143
9.27,4.00149630043164
9.28,4.001393342276887
9.290000000000001,4.001291235274855
9.3,4.00118998365607
9.31,4.001089591502577
9.32,4.0009900627489055
9.33,4.0008914011830505
9.34,4.0007936104474595
9.35,4.000696694040024
9.36,4.00060065531509
9.370000000000001,4.0005054974844585
9.38,4.000411223618419
9.39,4.000317836646759
9.4,4.000225339359811
9.41,4.000133734409487
9.42,4.000043024310326
9.43,3.99995321144055
9.44,3.9998642980431236
9.450000000000001,3.9997762862268207
9.46,3.9996891779672974
9.47,3.999602975108172
9.48,3.9995176793621074
9.49,3.999433292311904
9.5,3.9993498154115916
9.51,3.999267249987532
9.52,3.9991855972395247
9.53,3.9991048582419157
9.540000000000001,3.9990250339447124
9.55,3.9989461251747036
9.56,3.9988681326365807
9.57,3.9987910569140674
9.58,3.9987148984710497
9.59,3.99863965765271
9.6,3.998565334686665
9.61,3.9984919296841097
9.620000000000001,3.998419442640959
9.63,3.9983478734389974
9.64,3.9982772218470273
9.65,3.9982074875220244
9.66,3.9981386700102908
9.67,3.998070768748614
9.68,3.998003783065426
9.69,3.9979377121819657
9.700000000000001,3.997872555213441
9.71,3.997808311170196
9.72,3.9977449789588753
9.73,3.9976825573835923
9.74,3.997621045147101
9.75,3.99756044085196
9.76,3.997500743001709
9.77,3.997441950002038
9.78,3.997384060161959
9.790000000000001,3.997327071694977
9.8,3.9972709827202655
9.81,3.997215791263837
9.82,3.997161495259716
9.83,3.997108092551111
9.84,3.997055580891587
9.85,3.997003957946236
9.86,3.9969532212928485
9.870000000000001,3.9969033684230832
9.88,3.996854396743636
9.89,3.9968063035774075
9.9,3.99675908616467
9.91,3.9967127416642336
9.92,3.9966672671546095
9.93,3.996622659635172
9.94,3.9965789160273197
9.950000000000001,3.9965360331756346
9.96,3.996494007849037
9.97,3.9964528367419434
9.98,3.996412516475416
9.99,3.996373043598315
